timestamp,open,high,low,close,volume,date,vix,vix_mean_bb,vix_upper_bb,vix_lower_bb,log_return,H,signal,trading_day_index,position,action,bar_return,strategy_return,trade,fee,net_strategy_return
2022-07-25,6974.2,7015.8,6850.0,6878.6,22883.0,2022-07-25,23.871674838978038,,,,,,0,0,0,,-0.01092598434229013,-0.0,1,0.0001,-0.0001
2022-07-26,6898.0,6994.0,6844.8,6991.0,19270.0,2022-07-26,22.50075826437917,,,,0.016208464663256546,,0,1,0,,0.012177442737025224,0.0,0,0.0,0.0
2022-07-27,6982.0,7074.4,6965.2,7066.2,19291.0,2022-07-27,22.860332078539784,,,,0.010699245563572586,,0,2,0,,0.01833285591521054,0.0,0,0.0,0.0
2022-07-28,7110.0,7171.4,7072.4,7119.0,22465.0,2022-07-28,23.59513669039293,,,,0.007444413028315404,,0,3,0,,0.0028129395218002813,0.0,0,0.0,0.0
2022-07-29,7130.0,7152.0,7068.0,7087.0,25027.0,2022-07-29,24.363523951460056,,,,-0.004505146293617308,,0,4,0,,-0.008387096774193574,-0.0,0,0.0,-0.0
2022-08-01,7070.2,7141.0,7004.4,7136.6,22086.0,2022-08-01,24.851201360773132,,,,0.006974352632492769,,0,5,0,,-2.8287742920966606e-05,-0.0,0,0.0,-0.0
2022-08-02,7070.0,7075.0,6820.4,6948.2,37757.0,2022-08-02,28.66871869601848,,,,-0.02675383923409508,,0,6,0,,-0.011315417256011316,-0.0,0,0.0,-0.0
2022-08-03,6990.0,7062.0,6860.8,6882.8,32325.0,2022-08-03,27.31489418773715,,,,-0.009457087329651056,,0,7,0,,-0.00815450643776824,-0.0,0,0.0,-0.0
2022-08-04,6933.0,6942.8,6778.2,6890.8,35394.0,2022-08-04,25.360378603184508,,,,0.0011616426932114959,,0,8,0,,-0.004269436030578446,-0.0,0,0.0,-0.0
2022-08-05,6903.4,7080.8,6903.4,7080.0,31497.0,2022-08-05,23.92447123273718,,,,0.027086719115551338,,0,9,0,,0.02268447431700327,0.0,0,0.0,0.0
2022-08-08,7060.0,7145.0,7039.6,7132.2,20853.0,2022-08-08,25.060955937505764,,,,0.007345834526868178,,0,10,0,,0.0084985835694051,0.0,0,0.0,0.0
2022-08-09,7120.0,7164.8,7084.4,7160.6,18874.0,2022-08-09,24.954972890143477,,,,0.003974034111809103,,0,11,0,,0.0025280898876404493,0.0,0,0.0,0.0
2022-08-10,7138.0,7202.0,7130.0,7168.4,21858.0,2022-08-10,25.10765685090056,,,,0.0010887013427908355,,0,12,0,,0.008882039787055146,0.0,0,0.0,0.0
2022-08-11,7201.4,7287.6,7179.6,7284.8,22671.0,2022-08-11,24.403279524157664,,,,0.016107507911284017,,0,13,0,,0.01022023495431449,0.0,0,0.0,0.0
2022-08-12,7275.0,7306.0,7205.4,7222.4,19678.0,2022-08-12,23.33838299160887,,,,-0.008602677957301108,,0,14,0,,-0.008934707903780068,-0.0,0,0.0,-0.0
2022-08-15,7210.0,7297.6,7206.0,7266.0,20701.0,2022-08-15,22.82428497167624,,,,0.0060186261579307,,0,15,0,,0.009015256588072122,0.0,0,0.0,0.0
2022-08-16,7275.0,7361.4,7257.2,7311.0,21099.0,2022-08-16,21.729748509230124,,,,0.0061741295121686725,,0,16,0,,-0.0010171821305841424,-0.0,0,0.0,-0.0
2022-08-17,7267.6,7296.6,7211.2,7278.2,15827.0,2022-08-17,21.111159371036496,,,,-0.004496484421836972,,0,17,0,,-0.0005779074247345379,-0.0,0,0.0,-0.0
2022-08-18,7263.4,7333.0,7253.0,7316.6,19948.0,2022-08-18,21.745955685727232,24.10131013511413,27.744327175251406,20.458293094976852,0.005262160304905716,,0,18,0,,0.007654817303191393,0.0,0,0.0,0.0
2022-08-19,7319.0,7337.0,7183.2,7186.4,31518.0,2022-08-19,21.63521139228155,23.961134901423417,27.76182156540247,20.160448237444363,-0.017955388261387834,,0,19,0,,-0.019018991665528052,-0.0,0,0.0,-0.0
2022-08-22,7179.8,7252.8,7119.4,7232.4,27616.0,2022-08-22,21.20001578150493,23.82755194854976,27.824226313303853,19.83087758379567,0.0063805803620018125,0.6994132363777151,0,20,0,,0.006156160338728072,0.0,0,0.0,0.0
2022-08-23,7224.0,7259.8,7208.6,7253.6,25222.0,2022-08-23,21.414260563667785,23.773227063514195,27.874016419113918,19.672437707914472,0.0029269660548477375,0.5876440894863099,0,21,0,,0.005398671096345515,0.0,0,0.0,0.0
2022-08-24,7263.0,7277.0,6951.4,6969.8,43725.0,2022-08-24,23.34027141506744,23.79722403034058,27.88110259474588,19.71334546593528,-0.039911367393560195,0.5895140262414567,0,22,0,,-0.036899352884483,-0.0,0,0.0,-0.0
2022-08-25,6995.0,6999.0,6865.0,6940.4,40047.0,2022-08-25,22.725167207203324,23.7537255561811,27.865107160455217,19.64234395190698,-0.004227120210769591,0.6086185543986932,0,23,0,,-0.0037741243745532003,-0.0,0,0.0,-0.0
2022-08-26,6968.6,7032.0,6886.4,6911.6,34555.0,2022-08-26,22.17832234941861,23.644465476079027,27.803481419525305,19.48544953263275,-0.0041582502885498486,0.6523727233974959,0,24,0,,-0.0227592342794823,-0.0,0,0.0,-0.0
