date,vix
2022-07-22,24.438716066095747
2022-07-25,23.871674838978034
2022-07-26,22.50075826437917
2022-07-27,22.860332078539784
2022-07-28,23.59513669039293
2022-07-29,24.363523951460056
2022-08-01,24.851201360773135
2022-08-02,28.66871869601848
2022-08-03,27.31489418773715
2022-08-04,25.360378603184508
2022-08-05,23.92447123273718
2022-08-08,25.060955937505764
2022-08-09,24.954972890143473
2022-08-10,25.107656850900558
2022-08-11,24.403279524157664
2022-08-12,23.33838299160887
2022-08-15,22.824284971676242
2022-08-16,21.729748509230124
2022-08-17,21.111159371036496
2022-08-18,21.745955685727232
2022-08-19,21.63521139228155
2022-08-22,21.200015781504934
2022-08-23,21.414260563667785
2022-08-24,23.34027141506744
2022-08-25,22.725167207203324
2022-08-26,22.17832234941861
2022-08-29,23.382248714262882
2022-08-30,23.473745954325203
2022-08-31,22.96132023146572
2022-09-01,23.658964739821574
2022-09-02,23.756167936517873
2022-09-05,23.990386868032733
2022-09-06,21.666746549211783
2022-09-07,20.909149788835965
2022-09-08,19.911077652885496
2022-09-09,19.108714811276702
2022-09-12,19.460314904755574
2022-09-13,19.811914998234446
2022-09-14,19.779986351941904
2022-09-15,20.16089137904426
2022-09-16,21.138956058418817
2022-09-19,23.024503542583354
2022-09-20,22.862490588408164
2022-09-21,23.65612559729759
2022-09-22,23.53904121206308
2022-09-23,23.16077091622294
2022-09-26,24.435779219039226
2022-09-27,24.32497958929676
2022-09-28,25.14409682046674
2022-09-29,25.188752607541538
2022-09-30,25.893804544831067
2022-10-03,26.117582976970365
2022-10-04,26.341361409109663
2022-10-05,26.565139841248957
2022-10-06,26.788918273388255
2022-10-07,27.012696705527553
2022-10-10,27.23647513766685
2022-10-11,27.482329428706752
2022-10-12,26.996376618116045
2022-10-13,26.55977219209824
2022-10-14,24.781788813462963
2022-10-17,25.109885593288496
2022-10-18,24.181787474677872
2022-10-19,24.973312999958704
2022-10-20,25.32709586522497
2022-10-21,24.94165723519422
2022-10-24,28.115589168577632
2022-10-25,28.789559887588783
2022-10-26,26.304790342650836
2022-10-27,26.309410995481535
2022-10-28,28.741631760825097
2022-10-31,30.258769043396843
2022-11-01,26.880247084107967
2022-11-02,25.828190522468535
2022-11-03,26.225235205104696
2022-11-04,24.516074534965586
2022-11-07,25.875203750092425
2022-11-08,24.955374416439525
2022-11-09,25.16683477069425
2022-11-10,25.014182607427948
2022-11-11,23.523169896586047
2022-11-14,24.780798156157758
2022-11-15,24.315247178074298
2022-11-16,24.418051534367333
2022-11-17,23.57944542100949
2022-11-18,23.274645475853134
2022-11-21,23.590855646988977
2022-11-22,23.954979766027265
2022-11-23,23.320017566053224
2022-11-24,22.950168711433154
2022-11-25,23.065705086871407
2022-11-28,24.176411502204804
2022-11-29,23.284322869102574
2022-11-30,23.255686326005883
2022-12-01,21.593732204385898
2022-12-02,20.99491383175741
2022-12-05,21.60222012950752
2022-12-06,20.925118136095026
2022-12-07,20.16491612071688
2022-12-08,20.011276551238563
2022-12-09,19.47360217546745
2022-12-12,19.50549338476588
2022-12-13,19.670576204914305
2022-12-14,20.147700935638007
2022-12-15,19.083165367284792
2022-12-16,17.977980221757985
2022-12-19,19.362723163678233
2022-12-20,19.9063948154505
2022-12-21,19.50707498791673
2022-12-22,20.036941306785728
2022-12-23,21.053871878653823
2022-12-26,19.297600912243766
2022-12-27,18.619233351163604
2022-12-28,18.245535735892787
2022-12-29,17.980408301461388
2022-12-30,17.50285792047965
2023-01-02,17.64341136814552
2023-01-03,17.78396481581139
2023-01-04,17.64194228003314
2023-01-05,17.26363205580154
2023-01-06,16.997605187115052
2023-01-09,18.484616746599205
2023-01-10,18.23749810946265
2023-01-11,18.11143878706496
2023-01-12,18.265471821180533
2023-01-13,17.284294270177284
2023-01-16,18.266671170247772
2023-01-17,17.72814431798134
2023-01-18,18.178197902224593
2023-01-19,18.814051036902143
2023-01-20,18.52090314094979
2023-01-23,18.678263631638828
2023-01-24,18.835624122327864
2023-01-25,18.9929846130169
2023-01-26,19.150345103705938
2023-01-27,19.307705594394974
2023-01-30,19.46506608508401
2023-01-31,18.509903317309767
2023-02-01,19.520729805449474
2023-02-02,19.66443237700027
2023-02-03,19.776667699765405
2023-02-06,20.491134562705994
2023-02-07,19.385804326341393
2023-02-08,18.255528373550302
2023-02-09,18.576033309589675
2023-02-10,18.424804100502367
2023-02-13,18.72780591320439
2023-02-14,18.26598863647424
2023-02-15,17.975411074873865
2023-02-16,19.177959402654476
2023-02-17,18.02702918428478
2023-02-20,18.845224424595106
2023-02-21,18.682221345566933
2023-02-22,18.576718622480193
2023-02-23,18.371575896546762
2023-02-24,17.813458944200132
2023-02-27,18.559977405119167
2023-02-28,17.914779027968937
2023-03-01,17.725389530634757
2023-03-02,17.646109180772317
2023-03-03,17.15502060864615
2023-03-06,17.465810479734422
2023-03-07,17.730546441324112
2023-03-08,17.687065715443172
2023-03-09,17.40407042593272
2023-03-10,18.071389637942907
2023-03-13,16.841295728298274
2023-03-14,17.872347142973062
2023-03-15,16.507149050666246
2023-03-16,17.714825104728718
2023-03-17,17.079629437301623
2023-03-20,17.698269774669434
2023-03-21,16.717734083062624
2023-03-22,16.527458042327098
2023-03-23,15.687901341941258
2023-03-24,14.505760378257223
2023-03-27,14.784097791118558
2023-03-28,14.907698643926912
2023-03-29,15.286530161929651
2023-03-30,15.015003091027006
2023-03-31,14.720840340965067
2023-04-03,15.649290523499316
2023-04-04,15.952445667513024
2023-04-05,16.195578102693222
2023-04-06,16.43871053787342
2023-04-07,15.691752891643072
2023-04-10,15.78118189206921
2023-04-11,15.53685111697557
2023-04-12,15.006940349360875
2023-04-13,14.87381381353419
2023-04-14,14.846636921768013
2023-04-17,14.828156695665193
2023-04-18,14.355815310369666
2023-04-19,14.378642411935106
2023-04-20,13.740513129797474
2023-04-21,15.208268679471674
2023-04-24,16.62128319310462
2023-04-25,17.48134258436954
2023-04-26,17.39479473657558
2023-04-27,16.9056579440538
2023-04-28,15.31925550742145
2023-05-01,15.575807576489021
2023-05-02,15.832359645556593
2023-05-03,16.088911714624164
2023-05-04,16.345463783691734
2023-05-05,16.467959429779608
2023-05-08,16.667227320585397
2023-05-09,17.54399791685057
2023-05-10,17.415313418417604
2023-05-11,16.792323322796534
2023-05-12,17.29242205112792
2023-05-15,16.341840594129025
2023-05-16,17.38656303779505
2023-05-17,17.268185238412226
2023-05-18,16.77446009958547
2023-05-19,15.299603092987216
2023-05-22,14.547569259726673
2023-05-23,15.48894500143662
2023-05-24,15.4694328550864
2023-05-25,15.974656876724467
2023-05-26,14.895687932965066
2023-05-29,15.749759134265712
2023-05-30,15.046417785495303
2023-05-31,15.762271182438909
2023-06-01,15.953864884704124
2023-06-02,14.973825592986783
2023-06-05,15.473273466254401
2023-06-06,16.61483808935162
2023-06-07,16.7191159347386
2023-06-08,17.003716458425806
2023-06-09,15.619323004374738
2023-06-12,14.548154880521771
2023-06-13,14.39528230651529
2023-06-14,14.119983423657448
2023-06-15,13.848670223811634
2023-06-16,13.794966618466212
2023-06-19,13.960796500331481
2023-06-20,13.737578783843407
2023-06-21,13.758427719666342
2023-06-22,14.425836562157908
2023-06-23,15.093245404649476
2023-06-26,15.760654247141042
2023-06-27,14.808752608784445
2023-06-28,14.694281630280301
2023-06-29,14.6422145681115
2023-06-30,14.114374860579032
2023-07-03,14.744523161668269
2023-07-04,14.598129494568662
2023-07-05,14.800630438696658
2023-07-06,15.40436751013752
2023-07-07,15.324273603292118
2023-07-10,15.878233056789226
2023-07-11,14.808396133716167
2023-07-12,15.788048634624483
2023-07-13,15.093290598082879
2023-07-14,14.761301627511475
2023-07-17,14.683493434153869
2023-07-18,14.739921150421994
2023-07-19,15.238023741161722
2023-07-20,15.635126174814143
2023-07-21,14.987415365170595
2023-07-24,15.710721891353826
2023-07-25,15.335241333286806
2023-07-26,15.40539816261218
2023-07-27,15.142295633428946
2023-07-28,15.431785733709697
2023-07-31,16.671496185879604
2023-08-01,16.621575272823314
2023-08-02,16.868157154837657
2023-08-03,16.51575185012469
2023-08-04,16.238735184522103
2023-08-07,16.636389770347996
2023-08-08,16.55067575106709
2023-08-09,16.711507270703006
2023-08-10,16.536627882525746
2023-08-11,17.154721077591955
2023-08-14,15.641467271160433
2023-08-15,16.069164173434473
2023-08-16,17.379139750208953
2023-08-17,16.7956973520969
2023-08-18,18.221215896226834
2023-08-21,19.830943702289176
2023-08-22,19.003598266559273
2023-08-23,21.05738825787344
2023-08-24,20.052791895140086
2023-08-25,23.08111432216008
2023-08-28,24.097682490592227
2023-08-29,20.811176154274204
2023-08-30,19.390539898535625
2023-08-31,18.498408631407244
2023-09-01,17.149215215954136
2023-09-04,16.79068672767109
2023-09-05,17.1104688697151
2023-09-06,17.027920641868207
2023-09-07,18.334552991545976
2023-09-08,18.10305727503966
2023-09-11,16.269681054899205
2023-09-12,15.975358266944342
2023-09-13,16.542701842857426
2023-09-14,16.63804610925288
2023-09-15,16.470659017002536
2023-09-18,16.6857657851639
2023-09-19,17.073949611718277
2023-09-20,17.60038024329404
2023-09-21,18.184529982306582
2023-09-22,17.104403752465906
2023-09-25,17.4702807295316
2023-09-26,17.478599059784493
2023-09-27,17.045550158360545
2023-09-28,16.429145587382052
2023-09-29,16.442069754210856
2023-10-02,16.454993921039655
2023-10-03,16.46791808786846
2023-10-04,16.480842254697258
2023-10-05,16.49376642152606
2023-10-06,16.50669058835486
2023-10-09,16.519614755183664
2023-10-10,16.18322669298357
2023-10-11,15.247641661319127
2023-10-12,15.23388062106457
2023-10-13,14.916523503047216
2023-10-16,15.904672248300944
2023-10-17,15.974880416443806
2023-10-18,16.660959958027842
2023-10-19,18.639050641173498
2023-10-20,19.55964220920957
2023-10-23,22.649088878885852
2023-10-24,20.660336601924886
2023-10-25,18.608176056043717
2023-10-26,17.609038545169028
2023-10-27,16.632317147652362
2023-10-30,17.047249913141414
2023-10-31,16.959614702391786
2023-11-01,17.10272566630352
2023-11-02,16.788294453209808
2023-11-03,16.312657678581193
2023-11-06,17.602234656390763
2023-11-07,17.679631294647713
2023-11-08,17.203067143315874
2023-11-09,17.005804920419905
2023-11-10,17.26077394464234
2023-11-13,17.26587634275998
2023-11-14,17.388711469777533
2023-11-15,16.856452899856084
2023-11-16,17.00992140538248
2023-11-17,16.52964394583052
2023-11-20,16.356854106788234
2023-11-21,16.32618833281508
2023-11-22,16.860491343707956
2023-11-23,16.239267988863485
2023-11-24,16.20493070335643
2023-11-27,16.81181180101417
2023-11-28,16.466331879026452
2023-11-29,16.58991177706425
2023-11-30,16.403474712529537
2023-12-01,16.201752305091095
2023-12-04,17.5105691187021
2023-12-05,19.298321000116033
2023-12-06,18.645302682754963
2023-12-07,18.451504342398735
2023-12-08,18.19933600972282
2023-12-11,17.105276176378183
2023-12-12,16.86749153578357
2023-12-13,17.182109149182683
2023-12-14,17.46815279489952
2023-12-15,17.240012317312026
2023-12-18,18.098414893926495
2023-12-19,18.03356343603743
2023-12-20,18.802898783175014
2023-12-21,18.233401863249043
2023-12-22,18.392544135827336
2023-12-25,18.61791484115774
2023-12-26,19.55128360251473
2023-12-27,19.07506262369433
2023-12-28,18.307558506419415
2023-12-29,17.53314843298281
2024-01-01,17.717668693996586
2024-01-02,17.902188955010367
2024-01-03,17.703644071690707
2024-01-04,18.279174647547343
2024-01-05,18.993497491489926
2024-01-08,25.003998683793032
2024-01-09,22.157997490662513
2024-01-10,24.01179495408134
2024-01-11,22.86085343459759
2024-01-12,22.117709998309664
2024-01-15,21.946276075980997
2024-01-16,22.29706307143266
2024-01-17,23.8342813611396
2024-01-18,26.605604366987905
2024-01-19,25.438709857951903
2024-01-22,30.772581154556576
2024-01-23,30.730932215736274
2024-01-24,30.593536604336037
2024-01-25,27.729945694414464
2024-01-26,27.548259342434285
2024-01-29,30.183808564508297
2024-01-30,33.301487601166514
2024-01-31,34.35995981962661
2024-02-01,34.177138801520194
2024-02-02,35.20676031023683
2024-02-05,40.78704110093064
2024-02-06,43.13128134193926
2024-02-07,39.147011501165444
2024-02-08,40.21056913794715
2024-02-09,40.153674476691585
2024-02-12,40.096779815436015
2024-02-13,40.03988515418045
2024-02-14,39.98299049292489
2024-02-15,39.92609583166933
2024-02-16,39.86920117041376
2024-02-19,39.8123065091582
2024-02-20,33.048391295069344
2024-02-21,33.29388025110022
2024-02-22,33.83093910364629
2024-02-23,34.048578106887334
2024-02-26,32.94446814680001
2024-02-27,31.991609234553064
2024-02-28,37.34429215009093
2024-02-29,35.180805912552856
2024-03-01,35.094349751048206
2024-03-04,36.78459561528542
2024-03-05,36.282368061480966
2024-03-06,34.15867989699637
2024-03-07,33.68806355656489
2024-03-08,28.374827442798207
2024-03-11,26.756111353657825
2024-03-12,26.40452747896891
2024-03-13,25.511118843346242
2024-03-14,25.629220454106953
2024-03-15,25.09430783667514
2024-03-18,25.421736962758345
2024-03-19,25.102931716776173
2024-03-20,24.72142593074847
2024-03-21,24.612830369930176
2024-03-22,24.573229829428204
2024-03-25,25.86388290152084
2024-03-26,26.776164914784907
2024-03-27,31.673252346569054
